"","anon_id","follow_date","follow_score","follow_income","advisor_id","branch_id","baseline_income","client_type","area","in_01","in_02","in_03","in_04","in_05","in_06","in_07","in_08","in_09","in_10","in_11","in_12","in_13","in_14","in_15","in_16","in_17","in_18","in_19","in_20","in_21","in_22","in_23","in_24","in_25","in_26","in_27","in_28","in_29","in_30","in_31","in_32","in_33","in_34","in_35","in_36","in_37","in_38","in_39","in_40","in_41","in_42","in_43","in_44","in_45","in_46","in_47","in_48","in_49","in_50","base_score","base_date","change","improve","remove"
"452",2215922,2016-09-22,147,433.3333333,1185,5,116.6666667,NA,"Rural",1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,142,2016-06-09,5,1,0
"453",2222388,2016-10-19,135,510,1535,17,440,"Sorteado","Urban",2,2,3,3,1,3,3,3,3,3,2,3,2,2,3,3,1,3,3,3,1,3,3,2,3,1,3,1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,131,2016-07-22,4,1,0
"454",2223338,2016-12-22,146,1699.988,1185,5,93.33333333,NA,"Rural",1,3,3,1,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,140,2016-12-07,6,1,0
"455",2226804,2016-09-26,129,456.6666667,365,4,200,"Sorteado","Rural",1,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,1,3,1,2,2,3,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,133,2016-01-07,-4,0,0
"456",2227716,2016-07-22,148,774,1565,26,350,"Sorteado","Urban",2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,140,2015-08-31,8,1,0
"457",2228350,2016-09-26,141,4000,1246,19,300,"Sorteado","Urban",2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,140,2016-02-18,1,1,0
"458",2231229,2016-09-26,147,422.2222222,1555,18,377.7777778,"Sorteado","Rural",2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,144,2015-09-16,3,1,0
"459",2231914,2016-08-31,140,655,1636,12,437.5,"Sorteado","Urban",2,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,137,2016-06-09,3,1,0
"460",2232530,2016-11-14,143,1144.333333,1612,21,400,"Sorteado","Urban",2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,141,2016-07-08,2,1,0
"461",2233914,2016-08-01,145,463.0145,1357,21,300,"Sorteado","Urban",2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,144,2015-11-19,1,1,0
"462",2235277,2016-06-29,144,500,1109,16,383.3333333,"Sorteado","Rural",2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-05-31,2,1,0
"463",2238721,2016-12-22,131,266.66,1565,26,425.2,"Sorteado","Urban",2,2,3,2,3,3,3,3,3,3,2,3,3,3,2,1,2,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,0,3,2,3,3,3,2,1,3,2,3,3,3,3,3,3,3,3,130,2016-09-07,1,1,0
"464",2241582,2017-05-25,141,1566.666667,1452,20,233.3333333,"Sorteado","Metropolitan",1,2,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,133,2017-02-14,8,1,0
"465",2242084,2016-12-29,146,1498.006875,1323,7,440,"Sorteado","Metropolitan",2,2,3,3,1,3,3,3,3,3,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,138,2016-08-04,8,1,0
"466",2242179,2016-12-27,147,640,663,7,560,"Sorteado","Metropolitan",2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,147,2016-12-14,0,0,0
"467",2244853,2017-01-06,149,633.3333333,454,17,433.3333333,"Sorteado","Urban",2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2017-01-05,3,1,0
"468",2250815,2017-05-30,150,1350,1367,25,1350,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2017-02-10,4,1,0
"469",2254266,2017-01-06,139,475,1395,23,312.5,"Seleccionado","Urban",2,2,3,1,3,3,3,3,3,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,137,2016-12-20,2,1,0
"470",2255719,2016-10-27,133,887.5,1635,12,100,"Sorteado","Metropolitan",1,1,3,2,1,3,2,3,3,2,2,3,1,1,3,1,1,2,3,2,1,2,2,2,3,3,3,3,3,3,1,2,3,3,1,3,3,2,2,1,3,3,1,3,3,3,3,3,2,3,113,2015-09-15,20,1,0
"471",2259603,2016-12-21,144,1999.988,1449,20,570.6758333,"Sorteado","Metropolitan",2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,142,2016-11-07,2,1,0
"472",2260065,2017-01-03,136,447.5,942,10,325.7142857,"Sorteado","Urban",2,2,3,2,3,3,3,3,3,1,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,1,3,2,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,132,2015-10-06,4,1,0
"473",2261630,2016-10-28,135,986.6666667,1258,4,240,"Sorteado","Urban",1,2,3,2,1,3,3,3,3,3,2,3,1,2,2,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,1,3,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,128,2016-07-15,7,1,0
"474",2262155,2017-01-05,150,1000,1449,20,1000,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-11-15,1,1,0
"475",2262890,2016-09-30,149,1016.666667,671,4,332,"Sorteado","Urban",2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-01-05,6,1,0
"476",2264889,2016-07-18,150,1500,988,2,361.1111111,"Sorteado","Metropolitan",3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,138,2016-04-14,12,1,0
"477",2270342,2016-10-31,150,1334,1267,26,1334,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-09-29,1,1,0
"478",2270441,2016-10-28,147,830,1413,14,830,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,146,2015-12-03,1,1,0
"479",2270695,2016-08-31,148,660,1395,23,571.4285714,"Sorteado","Urban",3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,2,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,139,2015-09-09,9,1,0
"480",2272103,2016-11-21,150,4000,1349,14,4000,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-10-07,1,1,0
"481",2272158,2016-10-27,124,544.2857143,1413,14,401.4285714,"Sorteado","Urban",2,3,3,3,3,3,3,3,3,2,2,3,1,2,3,2,1,2,3,1,1,2,3,1,3,3,3,3,3,3,2,3,3,2,2,3,3,2,3,1,3,3,3,3,3,1,2,3,2,3,123,2016-06-08,1,1,0
"482",2274113,2017-01-05,150,600,1169,17,100,"Sorteado","Urban",1,2,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,139,2016-04-20,11,1,0
"483",2274356,2016-12-17,145,1599.996,974,6,212,"Sorteado","Metropolitan",1,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-06-02,3,1,0
"484",2275633,2016-12-21,143,0,871,13,375,"Sorteado","Rural",2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,142,2016-06-10,1,1,0
"485",2276444,2016-12-01,150,1184,1140,9,1128,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-10-24,1,1,0
"486",2280243,2016-11-30,150,929.622,1259,13,929.622,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,147,2016-10-20,3,1,0
"487",2281318,2016-11-15,150,1568.04125,1259,13,1568.04125,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,148,2016-10-20,2,1,0
"488",2282416,2016-10-26,150,1050,1609,15,1050,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,147,2016-09-28,3,1,0
"489",2286617,2017-05-31,150,1750,942,10,1750,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2017-02-16,2,1,0
"490",2288172,2016-11-24,150,1000,1140,9,725,"Seleccionado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-10-25,1,1,0
"491",2289813,2017-06-13,150,4000,1551,20,2080,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,147,2017-02-15,3,1,0
"492",2293379,2017-04-25,148,1833.333333,1551,20,2093.333333,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2017-02-09,-1,0,0
"493",2298741,2016-10-27,150,730.016,1319,18,530,"Sorteado","Rural",3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2015-09-17,7,1,0
"495",2301042,2016-09-26,150,4000,1565,26,802.5,"Sorteado","Rural",3,1,3,3,3,3,3,3,3,2,2,3,1,2,3,2,2,3,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,131,2015-10-14,19,1,0
"496",2301300,2016-12-20,140,792.5,1517,23,434,"Sorteado","Urban",2,2,2,2,2,3,3,3,3,1,1,3,1,1,2,3,3,3,1,3,1,2,2,3,2,3,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,125,2016-07-08,15,1,0
"497",2305646,2016-09-16,139,880,1267,26,406.6666667,"Sorteado","Urban",2,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,1,3,3,2,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,134,2016-07-08,5,1,0
"498",2305666,2016-12-29,150,1245,988,2,471.4285714,"Sorteado","Metropolitan",2,2,2,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,138,2016-06-10,12,1,0
"499",2312575,2017-01-05,147,1200,1586,18,399,"Sorteado","Urban",2,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-11-14,5,1,0
"500",2313397,2016-11-29,150,2000,1260,8,2500,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2016-10-10,2,1,0
"501",2315191,2017-01-03,146,653.3333333,1181,8,366.6666667,"Sorteado","Urban",2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,144,2016-06-10,2,1,0
"502",2315402,2016-09-26,145,4000,947,17,333.3363333,"Sorteado","Urban",2,2,3,2,2,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,141,2016-08-09,4,1,0
"503",2315955,2016-10-31,144,808.5708571,671,4,254.375,"Sorteado","Rural",1,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,139,2016-07-06,5,1,0
"504",2316008,2017-04-27,140,460,1649,5,380,"Sorteado","Rural",2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,139,2017-02-18,1,1,0
"505",2317079,2016-09-22,138,546.8333333,1260,8,285.3333333,"Sorteado","Urban",1,1,3,1,1,3,3,3,3,3,2,3,1,1,3,3,1,3,3,3,1,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,1,2,2,3,3,2,3,3,2,3,3,3,3,124,2016-07-07,14,1,0
"506",2317128,2016-08-23,137,393.3333333,1309,22,216.6666667,"Sorteado","Rural",1,3,3,2,2,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,138,2016-06-07,-1,0,0
"507",2319906,2016-11-29,146,550,454,17,380,"Sorteado","Urban",2,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-05-04,3,1,0
"508",2323658,2016-12-23,139,566.6586667,1261,22,250,"Sorteado","Rural",1,2,3,3,3,3,3,3,3,3,2,3,1,2,3,3,1,3,2,2,2,3,3,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,133,2016-07-07,6,1,0
"509",2326819,2016-12-20,146,764,468,21,320,"Sorteado","Rural",2,3,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-01-17,4,1,0
"510",2329488,2016-09-29,145,771.4285714,1635,12,390,"Sorteado","Metropolitan",2,1,3,3,3,3,2,3,3,3,3,3,3,1,3,1,1,3,1,2,2,3,3,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,2,1,2,1,2,3,3,3,3,3,3,1,123,2015-09-14,22,1,0
"511",2329798,2016-07-21,143,566.6666667,1181,8,233.3333333,"Sorteado","Rural",1,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,140,2015-09-03,3,1,0
"512",2334892,2016-11-28,150,2175,1367,25,266.6666667,"Sorteado","Urban",1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-06-09,8,1,0
"513",2340352,2016-11-29,144,750,974,6,550,"Sorteado","Metropolitan",2,2,3,3,3,3,3,3,3,3,2,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-06-09,2,1,0
"514",2343039,2017-05-26,150,660,806,9,950,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2017-02-24,2,1,0
"515",2343837,2016-11-16,138,626.6666667,1142,16,39.99466667,"Sorteado","Rural",1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,134,2016-09-01,4,1,0
"516",2345875,2017-05-24,149,725,1635,12,375,"Sorteado","Urban",2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2017-02-16,3,1,0
"517",2346738,2016-10-18,147,740,973,6,333.3333333,"Sorteado","Metropolitan",1,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,142,2016-03-21,5,1,0
"518",2347916,2017-05-24,147,400,1319,18,350,"Sorteado","Rural",2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,145,2017-02-08,2,1,0
"519",2355010,2016-12-26,150,500,1109,16,440,"Sorteado","Rural",3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2015-08-24,4,1,0
"520",2355593,2016-10-28,133,488,785,5,300,"Sorteado","Rural",2,1,3,3,2,3,3,3,3,3,2,3,1,1,3,3,2,3,3,2,2,1,1,1,3,3,2,3,3,3,1,2,3,3,2,3,3,3,2,1,2,3,3,3,3,3,2,3,3,2,121,2015-12-26,12,1,0
"521",2355991,2016-12-26,147,580,779,5,340,"Sorteado","Rural",2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,143,2016-12-14,4,1,0
"522",2362007,2017-01-05,146,906.6666667,1480,10,333.3333333,"Sorteado","Rural",2,2,1,2,2,2,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,126,2016-06-01,20,1,0
"523",2364924,2017-01-06,143,513.3333333,1455,10,433.3333333,"Sorteado","Urban",2,2,3,3,1,3,3,3,3,3,2,3,1,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,135,2016-06-11,8,1,0
"524",2367309,2016-09-19,138,1774.555556,1259,13,600,"Sorteado","Metropolitan",2,2,3,3,2,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,139,2016-07-14,-1,0,0
"525",2368445,2017-05-29,150,775,948,2,1625,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,148,2017-02-20,2,1,0
"526",2372568,2016-10-24,147,745,1181,8,425,"Sorteado","Urban",1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,142,2016-07-15,5,1,0
"527",2377212,2016-11-24,145,2036,1142,16,114,NA,"Rural",1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,141,2016-07-13,4,1,0
"528",2377729,2016-07-18,150,1200,1246,19,4000,"Sorteado",NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,145,2015-10-28,5,1,0
"529",2378996,2016-10-28,138,513.3333333,1254,21,446.6666667,"Sorteado","Urban",2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,135,2016-07-28,3,1,0
"530",2379337,2016-08-04,141,533.3333333,590,21,266.6666667,"Sorteado","Rural",2,2,3,1,3,3,3,3,3,2,2,3,1,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,133,2016-03-16,8,1,0
"531",2379553,2016-11-25,150,1360,1612,21,500,"Sorteado","Rural",3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,147,2016-06-10,3,1,0
"532",2380907,2016-11-29,150,4000,1584,18,390,"Sorteado","Rural",2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2016-07-15,4,1,0
"533",2383308,2016-08-31,150,548,1327,25,904,"Sorteado","Urban",3,2,2,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2015-09-10,7,1,0
"534",2390217,2016-11-29,150,2666.666667,1258,4,2666.666667,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,148,2016-10-20,2,1,0
"535",2390629,2016-12-12,149,480,1257,13,514.2857143,"Sorteado","Metropolitan",2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,141,2016-06-09,8,1,0
"536",2392371,2016-10-28,141,834,1259,13,600,"Sorteado","Metropolitan",2,2,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,140,2016-07-12,1,1,0
"537",2392984,2017-01-06,138,600,955,10,360,"Seleccionado","Urban",2,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,137,2016-12-26,1,1,0
"538",2393003,2016-09-20,125,396.667,785,5,120,"Sorteado","Rural",1,1,3,3,1,3,3,3,3,2,1,3,1,1,3,2,3,3,3,1,1,2,3,3,3,3,2,3,2,3,1,1,3,3,1,3,3,3,2,1,2,3,3,3,3,3,1,3,3,3,117,2016-06-09,8,1,0
"539",2393009,2016-12-21,109,457.1428571,785,5,112.5,"Sorteado","Rural",1,1,3,3,1,3,2,3,3,1,1,3,1,1,3,1,1,3,1,1,1,1,3,3,3,1,3,1,1,2,1,2,3,3,1,3,3,2,2,1,3,3,3,3,3,3,1,3,3,3,105,2016-06-09,4,1,0
"540",2394355,2016-09-29,136,805,1412,14,221.4285714,"Sorteado","Urban",1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,1,3,3,2,3,2,3,3,3,2,1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,134,2016-06-09,2,1,0
