"","anon_id","follow_date","follow_score","follow_income","advisor_id","branch_id","baseline_income","client_type","area","in_01","in_02","in_03","in_04","in_05","in_06","in_07","in_08","in_09","in_10","in_11","in_12","in_13","in_14","in_15","in_16","in_17","in_18","in_19","in_20","in_21","in_22","in_23","in_24","in_25","in_26","in_27","in_28","in_29","in_30","in_31","in_32","in_33","in_34","in_35","in_36","in_37","in_38","in_39","in_40","in_41","in_42","in_43","in_44","in_45","in_46","in_47","in_48","in_49","in_50","base_score","base_date","change","improve","remove"
"1172",3942626,2016-11-25,150,1050,1267,26,2500,"Sorteado","Urban",3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2016-10-07,2,1,0
"1173",3944933,2016-10-26,133,466.6667,454,17,333.3333,"Sorteado","Urban",2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,1,1,2,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,132,2015-09-10,1,1,0
"1174",3945913,2016-11-25,136,1066.667,1539,25,321.4286,"Sorteado","Rural",2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,141,2016-03-28,-5,0,0
"1175",3945925,2017-01-05,128,640,650,14,222.8571,"Sorteado","Urban",1,3,3,1,3,3,3,3,3,1,1,3,2,3,3,3,3,3,2,2,1,3,3,3,3,3,3,2,3,3,1,3,3,1,2,3,3,3,2,1,3,1,3,3,3,3,3,3,2,3,125,2015-09-15,3,1,0
"1176",3946510,2016-08-16,137,868.3333,1280,7,600,"Sorteado","Metropolitan",2,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,3,1,2,3,3,3,3,2,3,3,3,3,1,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,133,2016-06-09,4,1,0
"1177",3955400,2016-04-27,145,1300,1280,7,350,"Sorteado","Metropolitan",1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2015-10-12,2,1,0
"1178",3955941,2016-07-27,130,412,697,19,200,"Sorteado","Rural",1,3,3,3,1,3,2,3,2,3,3,3,1,3,3,3,2,3,1,2,3,2,2,1,3,2,3,3,2,1,1,3,3,2,3,3,3,3,3,1,3,3,3,3,3,2,3,3,2,3,123,2015-12-03,7,1,0
"1179",3957359,2016-06-28,139,711.1111,1309,22,138.8889,"Sorteado","Rural",1,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,136,2015-12-17,3,1,0
"1180",3958923,2017-01-04,144,3578,1257,13,285.7143,"Sorteado","Metropolitan",1,3,3,2,2,3,3,3,3,3,2,3,1,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,138,2016-09-19,6,1,0
"1181",3961673,2016-11-25,140,1200,1539,25,100,"Sorteado","Rural",1,1,3,3,1,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,2,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,133,2016-07-28,7,1,0
"1182",3964294,2016-09-26,145,4000,976,15,400,"Seleccionado","Urban",2,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-06-11,2,1,0
"1183",3964771,2016-10-06,141,683.3333,1539,25,283.3333,"Sorteado","Urban",1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,139,2016-07-25,2,1,0
"1184",3965265,2017-01-02,140,425,1387,4,385,"Sorteado","Rural",2,3,3,3,1,3,3,3,3,2,3,3,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,139,2016-12-15,1,1,0
"1185",3966544,2017-01-05,133,866.6667,1225,14,250,"Sorteado","Urban",1,3,3,3,1,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3,2,3,3,1,3,3,3,1,3,3,1,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,129,2016-01-07,4,1,0
"1186",3966892,2016-10-19,133,567.5,1260,8,343.75,"Sorteado","Rural",2,2,3,3,3,3,3,3,3,2,1,3,1,2,3,3,1,3,2,3,1,2,1,1,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,1,3,2,3,3,3,3,3,3,2,3,125,2016-07-11,8,1,0
"1187",3967747,2017-01-02,136,443.7773,1387,4,315.7773,"Sorteado","Rural",2,3,2,2,3,3,3,3,3,3,3,3,1,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,135,2016-12-14,1,1,0
"1188",3967916,2016-09-25,146,950,974,6,480,"Sorteado","Metropolitan",2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,144,2016-06-08,2,1,0
"1189",3970813,2016-10-26,149,800,1535,17,433.3333,"Sorteado","Urban",2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,147,2016-07-06,2,1,0
"1190",3972262,2017-04-28,147,15,1412,14,355,"Sorteado","Urban",2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2017-02-21,1,1,0
"1191",3973120,2016-08-31,150,800,1109,16,975,"Sorteado","Rural",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2015-11-17,2,1,0
"1192",3975832,2016-11-18,128,633.3333,1246,19,4000,"Sorteado",NA,2,3,3,3,3,3,2,3,3,3,2,3,1,3,3,2,1,3,3,1,1,2,1,1,3,3,3,3,3,3,1,3,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,127,2016-01-07,1,1,0
"1193",3980442,2016-10-24,142,775,810,3,133.3333,"Sorteado","Metropolitan",1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,138,2015-11-19,4,1,0
"1194",3980463,2017-01-03,144,466,671,4,335.4,"Sorteado","Rural",2,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-12-16,1,1,0
"1195",3981906,2017-01-05,131,720,1412,14,666.6667,"Sorteado","Urban",2,3,3,3,1,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,135,2016-12-12,-4,0,0
"1196",3983054,2016-10-27,138,830,697,19,342.8571,"Sorteado","Rural",2,2,3,3,3,3,3,3,2,2,2,3,1,3,3,3,2,3,3,2,3,2,3,1,3,2,2,3,3,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,131,2016-05-06,7,1,0
"1197",3983669,2016-10-27,134,548.5,1267,26,328.5,"Sorteado","Urban",2,1,3,1,2,1,3,3,2,3,2,3,2,2,2,3,3,3,3,3,1,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,127,2016-07-12,7,1,0
"1198",3983798,2016-12-27,148,587.5,1558,19,783.3333,"Sorteado","Rural",3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,143,2016-11-23,5,1,0
"1199",3984119,2017-05-25,136,413.75,1558,19,312.5,"Sorteado","Rural",2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3,3,2,3,3,3,3,3,2,1,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,133,2017-02-17,3,1,0
"1200",3986595,2017-04-27,150,1000,663,7,1000,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2017-02-20,2,1,0
"1201",3989229,2016-09-16,142,714.2857,947,17,355.5556,"Sorteado","Rural",2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,141,2016-08-11,1,1,0
"1202",3990777,2016-08-29,145,1400,821,15,346.6667,"Sorteado","Urban",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,140,2016-06-13,5,1,0
"1203",3992657,2016-11-24,150,416.6667,1539,25,162.5,"Seleccionado","Rural",1,3,3,2,3,3,2,3,3,3,3,3,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,136,2016-06-10,14,1,0
"1204",3996064,2017-01-05,150,706.0137,1257,13,706.0137,"Sorteado","Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2016-06-28,1,1,0
"1205",3996365,2016-12-16,140,633.3347,1539,25,220,"Sorteado","Urban",1,3,1,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,136,2016-06-14,4,1,0
"1206",3998022,2017-05-25,141,805,1257,13,500,NA,"Metropolitan",3,2,3,2,1,3,3,3,3,3,2,3,1,1,3,2,2,3,3,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,1,2,3,3,2,3,1,3,3,2,3,123,2016-03-18,18,1,0
"1207",4000361,2017-06-15,150,533.3333,1517,23,500,NA,"Rural",3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2016-09-28,4,1,0
"1208",4006300,2017-06-13,150,1200,1639,5,1000,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2017-02-22,2,1,0
"1209",4009914,2016-07-28,150,633.3333,1185,5,560,NA,"Rural",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,147,2015-12-23,3,1,0
"1210",4014531,2017-01-04,145,500,1169,17,150,"Sorteado","Urban",1,2,3,3,2,3,3,3,3,3,2,3,1,1,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,138,2016-07-05,7,1,0
"1211",4014822,2016-10-19,139,443.3333,1462,26,181.1111,"Sorteado","Rural",1,1,3,2,1,3,3,3,3,3,2,3,1,3,3,3,2,3,1,1,1,2,2,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,126,2016-06-11,13,1,0
"1212",4017607,2016-07-27,137,880,1382,26,240,"Sorteado","Rural",2,2,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,0,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,136,2016-04-20,1,1,0
"1213",4017991,2016-09-19,136,833.3333,948,2,300.0007,"Sorteado","Metropolitan",1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,1,3,3,3,3,3,2,3,3,3,3,1,2,3,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,132,2016-03-22,4,1,0
"1214",4018570,2017-05-18,145,783.3333,871,13,583.3333,"Sorteado","Metropolitan",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,144,2017-02-09,1,1,0
"1215",4019204,2017-01-05,144,433.75,1261,22,254.4444,"Sorteado","Rural",1,2,3,1,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,135,2016-07-06,9,1,0
"1216",4021724,2017-05-30,139,510,1382,26,350,"Sorteado","Rural",2,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,137,2017-02-22,2,1,0
"1217",4023273,2016-12-23,141,0,1395,23,300,"Sorteado","Urban",2,2,3,2,1,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,135,2016-07-14,6,1,0
"1218",4024669,2016-10-19,146,533.3333,1584,18,310,"Sorteado","Rural",2,2,3,2,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-07-11,3,1,0
"1219",4027048,2016-12-13,142,450,1598,25,472,"Sorteado","Rural",3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2017-02-08,0,0,0
"1220",4027185,2016-10-26,145,500,454,17,380,"Sorteado","Urban",2,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2015-10-12,3,1,0
"1221",4029932,2016-09-26,136,490,1200,4,319.3333,"Sorteado","Urban",2,2,3,3,3,3,3,3,3,3,2,3,1,1,3,2,1,3,1,3,1,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,130,2015-12-29,6,1,0
"1222",4039541,2016-12-29,147,937.5,1449,20,59.9936,"Sorteado","Metropolitan",1,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,144,2016-08-29,3,1,0
"1223",4040196,2016-09-08,140,510,1267,26,263.5,"Sorteado","Rural",1,1,3,1,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,1,3,2,3,3,3,2,3,2,1,3,3,2,3,3,3,3,3,3,3,130,2016-07-14,10,1,0
"1224",4040547,2016-11-24,150,640,1565,26,816.6667,"Sorteado","Rural",3,3,3,3,3,3,3,3,3,1,1,3,1,3,2,3,1,3,1,3,1,2,1,1,3,3,3,3,3,3,1,2,3,3,1,1,3,2,1,1,2,3,3,3,3,2,3,3,3,3,118,2015-09-12,32,1,0
"1225",4040641,2016-07-25,138,645,1309,22,240,"Sorteado","Rural",1,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,1,3,3,3,2,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,135,2016-01-14,3,1,0
"1226",4041462,2016-10-28,141,677.5,942,10,250,"Sorteado","Urban",1,2,3,3,1,3,3,3,3,3,3,3,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,136,2016-06-09,5,1,0
"1227",4048604,2017-04-25,143,502.8571,509,8,342.8571,NA,"Urban",2,2,3,1,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,134,2015-11-18,9,1,0
"1228",4065398,2016-09-26,150,1350,1086,18,925,"Sorteado","Rural",3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2016-05-18,2,1,0
"1229",4066150,2017-01-02,133,467.9993,1387,4,347.9993,"Sorteado","Rural",2,3,3,2,3,3,3,3,3,2,1,3,1,3,3,2,1,2,3,3,3,3,3,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,132,2016-12-15,1,1,0
"1230",4068650,2016-07-25,150,1370,988,2,300,"Sorteado","Metropolitan",1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,139,2016-06-10,11,1,0
"1231",4073404,2016-09-26,128,535,697,19,350,"Sorteado","Rural",2,2,3,3,3,3,3,2,3,3,1,3,1,3,3,3,1,2,1,1,3,3,2,1,3,2,3,3,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,2,3,3,3,3,126,2016-07-14,2,1,0
"1232",4074051,2016-10-27,144,745,1319,18,340,"Sorteado","Rural",2,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,142,2016-06-09,2,1,0
"1233",4076102,2016-10-25,142,650,948,2,550,"Sorteado","Metropolitan",2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,138,2015-09-18,4,1,0
"1234",4077755,2017-04-26,126,681.25,650,14,391.6667,"Sorteado","Rural",2,3,3,3,1,2,3,3,3,2,2,3,1,2,3,2,1,2,2,1,3,3,3,2,3,3,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,126,2017-02-13,0,0,0
"1235",4081376,2016-09-20,136,666.6667,948,2,513.3333,"Sorteado","Metropolitan",2,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,135,2016-05-24,1,1,0
"1236",4081650,2017-01-03,145,2933.333,1452,20,484.2857,"Sorteado","Metropolitan",1,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143,2016-12-13,2,1,0
"1237",4082283,2016-12-28,150,1050,1213,22,1225,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2015-09-01,4,1,0
"1238",4086139,2016-07-25,147,600,988,2,200,"Sorteado","Metropolitan",1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,137,2016-06-10,10,1,0
"1239",4087178,2017-06-12,150,600,590,21,600,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,147,2017-02-19,3,1,0
"1240",4092545,2016-10-28,137,640,1259,13,560,"Sorteado","Metropolitan",2,2,3,3,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,2,3,3,3,138,2016-07-14,-1,0,0
"1241",4095815,2016-11-28,150,1260,1539,25,1260,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,2016-10-14,2,1,0
"1242",4097096,2016-09-26,144,4000,1395,23,358.3333,"Seleccionado","Urban",2,3,3,1,2,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,138,2016-06-09,6,1,0
"1243",4099475,2016-09-22,143,1700,1321,20,453.3333,"Sorteado","Metropolitan",2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,141,2016-06-10,2,1,0
"1244",4102034,2016-10-31,133,550,1258,4,425,"Sorteado","Urban",2,3,3,1,3,3,3,3,3,2,2,3,1,2,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,1,2,3,2,1,1,3,3,3,3,3,3,3,3,3,3,128,2016-07-11,5,1,0
"1245",4103248,2016-12-06,133,1320,1574,6,543,NA,"Metropolitan",2,2,3,3,3,2,2,3,3,3,1,3,1,2,3,2,2,2,3,1,2,2,3,2,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,128,2016-07-13,5,1,0
"1246",4104805,2017-05-26,144,975,1565,26,875,"Sorteado","Rural",3,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,143,2017-02-17,1,1,0
"1247",4106007,2016-12-22,150,0,1182,23,1200,"Sorteado","Urban",3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,146,2016-10-21,4,1,0
"1248",4107847,2016-12-30,145,500,1637,12,475,"Sorteado","Urban",3,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,141,2016-09-30,4,1,0
"1249",4108332,2017-05-25,146,733.3333,810,3,966.6667,NA,"Metropolitan",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,145,2016-03-01,1,1,0
"1250",4112383,2016-12-21,142,1049.994,1327,25,200,"Sorteado","Rural",1,2,3,3,3,3,3,1,3,3,3,3,1,1,2,2,1,3,3,3,2,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,133,2016-06-08,9,1,0
"1251",4113086,2016-11-22,150,1150,821,15,800,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,147,2015-09-04,3,1,0
"1252",4114085,2016-12-22,150,2280,988,2,640,"Sorteado","Metropolitan",2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,142,2016-07-07,8,1,0
"1253",4114617,2016-10-14,134,956,1259,13,360,"Sorteado","Metropolitan",1,2,3,3,2,3,3,3,3,3,3,3,1,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,135,2016-07-13,-1,0,0
"1254",4115455,2017-05-29,150,2450,617,9,1706,"Sorteado","Urban",3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,149,2017-02-18,1,1,0
"1255",4116679,2016-10-31,140,660,1323,7,542.4055,"Sorteado","Metropolitan",2,2,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,139,2016-06-11,1,1,0
"1256",4120040,2016-08-31,135,550,1326,14,300,"Sorteado","Rural",2,3,3,2,1,3,3,3,3,3,3,3,1,2,3,2,1,2,1,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,133,2016-04-21,2,1,0
"1257",4120199,2016-11-24,144,1535.714,1395,23,0,"Sorteado","Urban",1,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,141,2015-09-13,3,1,0
"1258",4122769,2016-12-23,139,749.988,1232,3,466.6667,"Sorteado","Metropolitan",2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,1,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,135,2016-05-04,4,1,0
"1259",4123299,2016-12-22,136,229.992,871,13,300,"Sorteado","Metropolitan",1,2,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,3,3,3,2,3,3,1,1,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,129,2016-01-05,7,1,0
